stock_code,description,total_units_sold,total_revenue
22144,CHRISTMAS CRAFT LITTLE FRIENDS,4428,9072.6
21745,GAOLERS KEYS DECORATIVE GARDEN ,2688,9039.4
23171,REGENCY TEA PLATE GREEN ,5869,9038.65
22549,PICTURE DOMINOES,6366,9022.54
22380,TOY TIDY SPACEBOY  ,4637,9008.3
22349,DOG BOWL CHASING BALL DESIGN,2363,8980.63
21749,LARGE RED RETROSPOT WINDMILL,4722,8974.7
20979,36 PENCILS TUBE RED RETROSPOT,7430,8968.3
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2446,8958.02
22131,FOOD CONTAINER SET 3 LOVE HEART ,5016,8947.72
22429,ENAMEL MEASURING JUG CREAM,2161,8918.29
22978,PANTRY ROLLING PIN,2332,8911.67
47570B,TEA TIME TABLE CLOTH,932,8895.48
21892,TRADITIONAL WOODEN CATCH CUP GAME ,7335,8891.92
22767,TRIPLE PHOTO FRAME CORNICE ,952,8786.88
23175,REGENCY MILK JUG PINK ,2986,8782.5
22089,PAPER BUNTING VINTAGE PAISLEY,3168,8694.8
22180,RETROSPOT LAMP,896,8693.35
22741,FUNKY DIVA PEN,10294,8669.56
84030E,ENGLISH ROSE HOT WATER BOTTLE,2122,8609.91
22121,NOEL WOODEN BLOCK LETTERS ,1455,8593.04
21985,PACK OF 12 HEARTS DESIGN TISSUES ,24878,8474.12
21980,PACK OF 12 RED RETROSPOT TISSUES ,31096,8464.98
79000,MOROCCAN TEA GLASS,11370,8461.06
21385,IVORY HANGING DECORATION  HEART,10295,8451.23
22844,VINTAGE CREAM DOG FOOD CONTAINER,1027,8449.69
22947,WOODEN ADVENT CALENDAR RED,765,8373.55
22725,ALARM CLOCK BAKELIKE CHOCOLATE,2267,8371.59
22904,CALENDAR PAPER CUT DESIGN,2919,8360.09
22812,PACK 3 BOXES CHRISTMAS PANETTONE,4412,8331.92
23582,VINTAGE DOILY JUMBO BAG RED ,4326,8312.58
23581,JUMBO BAG PAISLEY PARK,4251,8304.48
35961,FOLKART ZINC HEART CHRISTMAS DEC,10733,8299.37
22942,CHRISTMAS LIGHTS 10 SANTAS ,1099,8298.4
22989,SET 2 PANTRY DESIGN TEA TOWELS,2673,8245.17
21769,showroom,130,8242.72
21243,PINK POLKADOT PLATE ,5195,8238.11
21154,RED RETROSPOT OVEN GLOVE ,6947,8238.07
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6803,8237.11
21781,MA CAMPAGNE CUTLERY BOX,566,8232.9
84839,SWEETHEART KEY CABINET,1481,8224.35
22244,3 HOOK HANGER MAGIC GARDEN,4542,8205.3
37370,RETRO COFFEE MUGS ASSORTED,7222,8196.53
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2787,8195.89
22751,FELTCRAFT PRINCESS OLIVIA DOLL,2253,8182.79
20677,PINK POLKADOT BOWL,7001,8157.99
21135,VICTORIAN  METAL POSTCARD SPRING,5536,8126.08
21933,PINK VINTAGE PAISLEY PICNIC BAG,3804,8098.46
84508A,check,3797,8056.95
21777,RECIPE BOX WITH METAL HEART,1055,8030.25
23082,SET 6 PAPER TABLE LANTERN HEARTS ,2237,8026.27
23078,ICE CREAM PEN LIP GLOSS ,6559,8017.31
23322,LARGE WHITE HEART OF WICKER,2845,8014.85
51008,AFGHAN SLIPPER SOCK PAIR,2479,7997.55
23318,BOX OF 6 MINI VINTAGE CRACKERS,3479,7981.7
23319,BOX OF 6 MINI 50'S CRACKERS,3423,7971.82
21488,RED WHITE SCARF  HOT WATER BOTTLE,2165,7945.75
21042,RED RETROSPOT APRON ,1414,7927.1
22357,KINGS CHOICE BISCUIT TIN,1842,7918.34
23080,RED METAL BOX TOP SECRET,992,7871.28
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,970,7835.3
20974,12 PENCILS SMALL TUBE SKULL,12349,7821.65
21588,RETROSPOT GIANT TUBE MATCHES,3373,7804.65
21716,BOYS VINTAGE TIN SEASIDE BUCKET,3355,7793.03
23256,CHILDRENS CUTLERY SPACEBOY ,1930,7785.78
22078,RIBBON REEL LACE DESIGN ,3821,7781.6
22992,REVOLVER WOODEN RULER ,4207,7768.59
21935,SUKI  SHOULDER BAG,4917,7746.47
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,5012,7722.8
23439,HAND WARMER RED LOVE HEART,3762,7660.2
22195,LARGE HEART MEASURING SPOONS,4700,7659.12
85064,CREAM SWEETHEART LETTER RACK,1723,7656.27
22079,RIBBON REEL HEARTS DESIGN ,4722,7647.54
21874,GIN AND TONIC MUG,6228,7642.05
85049E,SCANDINAVIAN REDS RIBBONS,6084,7616.23
22215,CAKE STAND WHITE TWO TIER LACE,980,7607.8
20829,GLITTER HANGING BUTTERFLY STRING,3633,7605.13
22072,RED RETROSPOT TEA CUP AND SAUCER ,2198,7598.3
21098,CHRISTMAS TOILET ROLL,6462,7586.72
22354,RETROSPOT PADDED SEAT CUSHION,2107,7567.03
21244,BLUE POLKADOT PLATE ,4752,7535.52
22779,WOODEN OWLS LIGHT GARLAND ,1993,7534.89
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3206,7522.62
22327,ROUND SNACK BOXES SET OF 4 SKULLS,2643,7485.25
22212,FOUR HOOK  WHITE LOVEBIRDS,3742,7481.61
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2059,7480.65
82551,LAUNDRY 15C METAL SIGN,5382,7448.99
22329,ROUND CONTAINER SET OF 5 RETROSPOT,4768,7430.2
21875,KINGS CHOICE MUG,6643,7409.89
22748,POPPY'S PLAYHOUSE KITCHEN,3591,7387.31
21658,GLASS  BEURRE DISH,1947,7361.85
85067,CREAM SWEETHEART WALL CABINET,469,7360.41
21737,SET 3 WICKER LOG BASKETS,399,7360.05
21870,I CAN ONLY PLEASE ONE PERSON MUG,6128,7351.06
85049A,TRADITIONAL CHRISTMAS RIBBONS,5924,7324.33
22242,5 HOOK HANGER MAGIC TOADSTOOL,4673,7288.05
21411,GINGHAM HEART  DOORSTOP RED,1970,7247.34
21932,SCANDINAVIAN PAISLEY PICNIC BAG,3499,7244.46
22813,PACK 3 BOXES BIRD PANETTONE ,3868,7228.38
22809,SET OF 6 T-LIGHTS SANTA,2501,7207.91
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2540,7190.36
21976,PACK OF 60 MUSHROOM CAKE CASES,14234,7173.18
23238,SET OF 4 KNICK KNACK TINS LONDON ,1772,7105.0
22796,PHOTO FRAME 3 CLASSIC HANGING,726,7059.85
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3645,7037.86
22219,LOVEBIRD HANGING DECORATION WHITE ,8392,7034.66
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,753,7033.87
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,45,7025.0
84692,BOX OF 24 COCKTAIL PARASOLS,17455,7024.91
22073,RED RETROSPOT STORAGE JAR,1935,7022.97
22745,POPPY'S PLAYHOUSE BEDROOM ,3426,7021.75
22371,AIRLINE BAG VINTAGE TOKYO 78,1535,7017.23
21497,FANCY FONTS BIRTHDAY WRAP,17575,7009.5
21114,LAVENDER SCENTED FABRIC HEART,5647,6990.43
48189,adjustment,1217,6972.99
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,4332,6967.08
23007, SPACEBOY BABY GIFT SET,444,6963.8
21238,RED RETROSPOT CUP,8595,6959.43
22628,PICNIC BOXES SET OF 3 RETROSPOT ,1492,6937.4
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1718,6921.78
22656,VINTAGE BLUE KITCHEN CABINET,32,6921.5
21981,PACK OF 12 WOODLAND TISSUES ,26084,6919.74
20675,BLUE POLKADOT BOWL,5875,6907.39
23320,GIANT 50'S CHRISTMAS CRACKER,2622,6888.54
22784,LANTERN CREAM GAZEBO ,1463,6886.77
21984,PACK OF 12 PINK PAISLEY TISSUES ,25163,6884.25
23543,WALL ART KEEP CALM ,1228,6877.72
22029,SPACEBOY BIRTHDAY CARD,17231,6869.6
22283,6 EGG HOUSE PAINTED WOOD,921,6865.79
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2879,6859.98
22563,HAPPY STENCIL CRAFT,5923,6838.9
22493,PAINT YOUR OWN CANVAS SET,4304,6829.68
22489,PACK OF 12 TRADITIONAL CRAYONS,16896,6825.57
21735,TWO DOOR CURIO CABINET,575,6814.8
21115,ROSE CARAVAN DOORSTOP,1172,6813.76
22780,LIGHT GARLAND BUTTERFILES PINK,1811,6797.63
22592,CARDHOLDER HOLLY WREATH METAL,1831,6794.35
21463,MIRRORED DISCO BALL ,1273,6792.5
22567,20 DOLLY PEGS RETROSPOT,5554,6773.88
23321,SMALL WHITE HEART OF WICKER,4244,6768.48
22626,BLACK KITCHEN SCALES,818,6755.43
23215,JINGLE BELL HEART ANTIQUE SILVER,3427,6747.24
23493,VINTAGE DOILY TRAVEL SEWING KIT,3516,6736.5
23236,STORAGE TIN VINTAGE DOILY ,2426,6732.94
22938,CUPCAKE LACE PAPER SET 6,3630,6720.68
22465,HANGING METAL STAR LANTERN,4344,6709.78
22055,MINI CAKE STAND  HANGING STRAWBERY,4465,6681.28
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,2786,6677.7
21746,SMALL RED RETROSPOT WINDMILL,5606,6665.78
22839,3 TIER CAKE TIN GREEN AND CREAM,483,6647.81
21592,RETROSPOT CIGAR BOX MATCHES ,5952,6646.6
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4234,6634.1
82580,BATHROOM METAL SIGN,12428,6625.32
22350,ILLUSTRATED CAT BOWL ,2601,6621.51
22550,HOLIDAY FUN LUDO,1855,6621.5
23254,CHILDRENS CUTLERY DOLLY GIRL ,1644,6621.0
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,1913,6613.55
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4828,6596.28
21903,MAN FLU METAL SIGN,3352,6595.88
21361,LOVE LARGE WOOD LETTERS ,532,6558.0
21033,JUMBO BAG CHARLIE AND LOLA TOYS,3438,6543.61
23283,DOORMAT VINTAGE LEAF,960,6542.82
23083,SET 6 PAPER TABLE LANTERN STARS ,1797,6525.46
16156S,WRAP PINK FAIRY CAKES ,16540,6507.8
22689,DOORMAT MERRY CHRISTMAS RED ,904,6496.04
22738,RIBBON REEL SNOWY VILLAGE,4029,6483.73
21500,PINK POLKADOT WRAP ,16050,6479.0
84568,GIRLS ALPHABET IRON ON PATCHES ,33792,6462.72
23008,DOLLY GIRL BABY GIFT SET,414,6449.3
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,8127,6445.15
23293,SET OF 12 FAIRY CAKE BAKING CASES,8211,6442.89
22833,HALL CABINET WITH 3 DRAWERS,191,6417.22
23134,LARGE ZINC HEART WALL ORGANISER,1064,6414.48
23103,JINGLE BELL HEART DECORATION,3911,6409.95
85065,CREAM SWEETHEART TRAYS,550,6407.7
22783,SET 3 WICKER OVAL BASKETS W LIDS,488,6404.82
22141,CHRISTMAS CRAFT TREE TOP ANGEL,3133,6402.58
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2261,6395.95
21563,RED HEART SHAPE LOVE BUCKET ,2695,6395.17
22358,KINGS CHOICE TEA CADDY ,2254,6383.78
22907,PACK OF 20 NAPKINS PANTRY DESIGN,7958,6382.64
22798,ANTIQUE GLASS DRESSING TABLE POT,2222,6375.86
37448,CERAMIC CAKE DESIGN SPOTTED MUG,4419,6345.75
22174,PHOTO CUBE,4137,6331.61
23229,VINTAGE DONKEY TAIL GAME ,1793,6295.54
22059,CERAMIC STRAWBERRY DESIGN MUG,4878,6292.66
47599B,BLUE PARTY BAGS ,3311,6292.18
22414,DOORMAT NEIGHBOURHOOD WITCH ,1124,6290.34
23109,PACK OF SIX LED TEA LIGHTS,2229,6289.21
23534,WALL ART STOP FOR TEA ,1200,6285.18
37450,CERAMIC CAKE BOWL + HANGING CAKES,2291,6282.05
22528,GARDENERS KNEELING PAD,5324,6281.08
21107,CREAM SLICE FLANNEL PINK SPOT ,2310,6276.9
20717,STRAWBERRY SHOPPER BAG,5258,6276.28
23553,LANDMARK FRAME CAMDEN TOWN ,558,6257.35
22221,CAKE STAND LOVEBIRD 2 TIER PINK,874,6239.5
22810,SET OF 6 T-LIGHTS SNOWMEN,2118,6222.38
22432,WATERING CAN PINK BUNNY,3393,6214.25
22669,RED BABY BUNTING ,2140,6213.0
21584,RETROSPOT SMALL TUBE MATCHES,3842,6190.5
22830,UTILTY CABINET WITH HOOKS,306,6186.54
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,13035,6182.63
22080,RIBBON REEL POLKADOTS ,3800,6172.0
21876,POTTERING MUG,5264,6167.97
23541,WALL ART CLASSIC PUDDINGS ,827,6138.19
21499,BLUE POLKADOT WRAP,15200,6114.0
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1695,6091.29
85068,CREAM SWEETHEART SHELF + HOOKS,918,6067.76
37500,TEA TIME TEAPOT IN GIFT BOX,816,6066.5
22588,CARD HOLDER GINGHAM HEART,2304,6063.84
22644,CERAMIC CHERRY CAKE MONEY BANK,4693,6062.23
23480,MINI LIGHTS WOODLAND MUSHROOMS,1700,6057.99
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3645,6050.49
47559B,TEA TIME OVEN GLOVE,5022,6042.87
22945,CHRISTMAS METAL TAGS ASSORTED ,7363,6038.83
21586,KINGS CHOICE GIANT TUBE MATCHES,2599,6037.95
22431,WATERING CAN BLUE ELEPHANT,3196,6037.9
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,3795,6035.2
85175,CACTI T-LIGHT CANDLES,15023,6026.3
22224,WHITE LOVEBIRD LANTERN,2108,6025.8
22526,WHEELBARROW FOR CHILDREN ,507,5993.37
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2631,5985.45
22045,SPACEBOY GIFT WRAP,14462,5948.04
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,11587,5933.69
47502,POLKADOT CUTLERY 24 PCS IN TRAY,581,5931.95
23535,WALL ART BICYCLE SAFETY,1127,5922.41
22504,CABIN BAG VINTAGE RETROSPOT,266,5904.3
22582,PACK OF 6 SWEETIE GIFT BOXES,2401,5892.76
10002,INFLATABLE POLITICAL GLOBE ,7401,5877.97
20973,12 PENCIL SMALL TUBE WOODLAND,9246,5877.3
22142,CHRISTMAS CRAFT WHITE FAIRY ,4192,5872.44
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,6091,5864.2
84884A,ANT WHITE WIRE HEART SPIRAL,1665,5861.11
20751,FUNKY WASHING UP GLOVES ASSORTED,2831,5851.62
22185,SLATE TILE NATURAL HANGING,3805,5826.95
21625,VINTAGE UNION JACK APRON,865,5818.29
22187,GREEN CHRISTMAS TREE CARD HOLDER,1972,5812.32
22430,ENAMEL WATERING CAN CREAM,1264,5808.84
22491,PACK OF 12 COLOURED PENCILS,7266,5802.48
22360,GLASS JAR ENGLISH CONFECTIONERY,2121,5795.15
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2790,5794.3
22855,FINE WICKER HEART ,4807,5776.19
22435,SET OF 9 HEART SHAPED BALLOONS,4689,5768.29
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,661,5754.3
22498,WOODEN REGATTA BUNTING,997,5740.15
22849,BREAD BIN DINER STYLE MINT,372,5723.16
21918,SET 12 KIDS COLOUR  CHALK STICKS,14212,5717.32
22826,LOVE SEAT ANTIQUE WHITE METAL,54,5692.5
22979,PANTRY WASHING UP BRUSH,3829,5678.31
23247,BISCUIT TIN 50'S CHRISTMAS,2014,5676.66
22130,PARTY CONE CHRISTMAS DECORATION ,6797,5657.46
23296,SET OF 6 TEA TIME BAKING CASES,4852,5653.4
22332,SKULLS PARTY BAG + STICKER SET,3641,5650.85
22991,GIRAFFE WOODEN RULER,3002,5646.54
22119,PEACE WOODEN BLOCK LETTERS,917,5642.71
23172,REGENCY TEA PLATE PINK,3586,5638.98
22377,BOTTLE BAG RETROSPOT ,3154,5628.69
22898,CHILDRENS APRON APPLES DESIGN,3003,5625.05
22618,"mouldy, unsaleable.",589,5622.57
85178,VICTORIAN SEWING KIT,5138,5620.94
22841,ROUND CAKE TIN VINTAGE GREEN,744,5620.18
79323LP,"Unsaleable, destroyed.",962,5608.2
11001,ASSTD DESIGN RACING CAR PEN,3513,5601.61
22311,OFFICE MUG WARMER BLACK+SILVER ,1945,5596.55
21989,PACK OF 20 SKULL PAPER NAPKINS,7478,5588.3
85047,WHITE BEADED GARLAND STRING 20LIGHT,919,5586.85
22971,QUEENS GUARD COFFEE MUG,2349,5565.92
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2169,5556.55
22065,CHRISTMAS PUDDING TRINKET POT ,8347,5553.0
23311,VINTAGE CHRISTMAS STOCKING ,2190,5541.3
22848,AMAZON,363,5540.3
23312,VINTAGE CHRISTMAS GIFT SACK,1364,5523.0
22331,WOODLAND PARTY BAG + STICKER SET,3500,5522.36
21768,WALL MOUNTED VINTAGE ORGANISER,459,5494.99
23204,CHARLOTTE BAG APPLES DESIGN,6853,5493.81
21730,GLASS STAR FROSTED T-LIGHT HOLDER,1171,5493.79
22899,CHILDREN'S APRON DOLLY GIRL ,2718,5468.13
16161P,WRAP ENGLISH ROSE ,13273,5466.9
23169,smashed,1360,5458.8
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2711,5448.34
22951,60 CAKE CASES DOLLY GIRL DESIGN,10637,5448.31
21110,LARGE CAKE TOWEL PINK SPOTS,1254,5448.3
21587,COSY HOUR GIANT TUBE MATCHES,2187,5447.25
21240,BLUE POLKADOT CUP,6779,5442.09
21703,BAG 125g SWIRLY MARBLES,14331,5433.73
22781,GUMBALL MAGAZINE RACK,737,5419.79
72756,FAIRY CAKE CANDLES,3978,5408.82
22746,POPPY'S PLAYHOUSE LIVINGROOM ,2639,5397.02
23135,SMALL ZINC HEART WALL ORGANISER,1538,5378.8
22148,EASTER CRAFT 4 CHICKS ,2964,5371.8
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2583,5358.3
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12200,5350.28
23531,WALL ART BIG LOVE ,963,5340.21
22199,FRYING PAN RED RETROSPOT,1409,5331.71
85174,S/4 CACTI CANDLES,1213,5321.97
23485,BOTANICAL GARDENS WALL CLOCK ,241,5311.6
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1674,5311.28
22575,METAL MERRY CHRISTMAS WREATH,2788,5307.6
22845,VINTAGE CREAM CAT FOOD CONTAINER,882,5296.68
22364,GLASS JAR DIGESTIVE BISCUITS,1791,5273.25
23583,LUNCH BAG PAISLEY PARK  ,3305,5251.25
21239,PINK  POLKADOT CUP,6497,5248.8
22437,SET OF 9 BLACK SKULL BALLOONS,6384,5224.8
79067,CORONA MEXICAN TRAY,1474,5223.5
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3283,5220.27
23118,PARISIENNE JEWELLERY DRAWER ,741,5219.02
23126,FELTCRAFT GIRL AMELIE KIT,1073,5217.83
22460,EMBOSSED GLASS TEALIGHT HOLDER,4288,5198.97
22854,CREAM SWEETHEART EGG HOLDER,1097,5197.75
21988,PACK OF 6 SKULL PAPER PLATES,7091,5190.71
21900,"KEY FOB , SHED",8171,5183.99
84832,ZINC WILLIE WINKIE  CANDLE STICK,6225,5177.37
21432,SET OF 3 CASES WOODLAND DESIGN,905,5175.25
22085,PAPER CHAIN KIT SKULLS ,1905,5173.75
84971S,SMALL HEART FLOWERS HOOK ,6340,5167.16
21452,TOADSTOOL MONEY BOX,1789,5162.75
22660,DOORMAT I LOVE LONDON,834,5160.06
22763,KEY CABINET MA CAMPAGNE,652,5159.24
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2621,5156.14
22282,12 EGG HOUSE PAINTED WOOD,473,5151.17
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,6655,5145.19
23133,LARGE IVORY HEART WALL ORGANISER,758,5134.66
20983,12 PENCILS TALL TUBE RED RETROSPOT,6077,5134.25
22060,damaged,692,5126.32
21078,SET/20 STRAWBERRY PAPER NAPKINS ,6566,5120.72
22842,BISCUIT TIN VINTAGE RED,804,5109.4
21495,SKULLS AND CROSSBONES WRAP,12440,5108.8
21491,SET OF THREE VINTAGE GIFT WRAPS,2795,5104.65
21934,SKULL SHOULDER BAG,3223,5097.95
22483,RED GINGHAM TEDDY BEAR ,1813,5083.63
22602,RETROSPOT WOODEN HEART DECORATION,6261,5083.17
23188,VINTAGE  2 METRE FOLDING RULER,3084,5080.36
40016,CHINESE DRAGON PAPER LANTERNS,15559,5069.48
22168,ORGANISER WOOD ANTIQUE WHITE ,612,5061.15
22737,RIBBON REEL CHRISTMAS PRESENT ,3080,5060.84
22117,METAL SIGN HER DINNER IS SERVED ,1726,5057.5
79029,GLASS HONEYPOT WASP CATCHER,2836,5051.1
22443,GROW YOUR OWN HERBS SET OF 3,661,5048.79
23132,SMALL IVORY HEART WALL ORGANISER,1018,5046.58
22030,SWALLOWS GREETING CARD,12544,5033.73
23158,SET OF 5 LUCKY CAT MAGNETS ,2478,4996.68
22534,MAGIC DRAWING SLATE SPACEBOY ,12383,4993.5
23177,TREASURE ISLAND BOOK BOX,2411,4991.55
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1686,4988.2
21872,GLAMOROUS  MUG,5026,4987.78
22687,DOORMAT CHRISTMAS VILLAGE,837,4966.93
23556,LANDMARK FRAME COVENT GARDEN ,437,4937.05
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",774,4931.16
46000S,POLYESTER FILLER PAD 40x40cm,3396,4924.2
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1379,4922.55
22894,TABLECLOTH RED APPLES DESIGN ,547,4912.95
22196,SMALL HEART MEASURING SPOONS,5837,4907.11
21832,CHOCOLATE CALCULATOR,3037,4902.53
22175,PINK OWL SOFT TOY,1761,4899.93
23310,BUBBLEGUM RING ASSORTED,11891,4894.83
21667,GLASS CAKE COVER AND PLATE,304,4878.8
22433,WATERING CAN GREEN DINOSAUR,2698,4876.82
22378,WALL TIDY RETROSPOT ,3054,4867.46
22688,DOORMAT PEACE ON EARTH BLUE,890,4865.26
22070,SMALL RED RETROSPOT MUG IN BOX ,1422,4859.97
23154,SET OF 4 JAM JAR MAGNETS,2411,4859.61
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1723,4809.25
85061W,WHITE JEWELLED HEART DECORATION,5965,4805.47
21528,DAIRY MAID TRADITIONAL TEAPOT ,809,4793.75
84937,KASHMIR FOLKART TUMBLERS,2469,4792.12
21700,BIG DOUGHNUT FRIDGE MAGNETS,5731,4790.23
23162,REGENCY TEA STRAINER,1362,4789.24
85132C,CHARLIE AND LOLA FIGURES TINS,1909,4784.03
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2292,4780.66
82599,FANNY'S REST STOPMETAL SIGN,2348,4772.54
22156,HEART DECORATION WITH PEARLS ,5664,4772.41
22610,PENS ASSORTED FUNNY FACE,12206,4771.82
23263,SET OF 3 WOODEN HEART DECORATIONS,3700,4770.33
23555,LANDMARK FRAME NOTTING HILL ,422,4768.15
22906,12 MESSAGE CARDS WITH ENVELOPES,2983,4765.95
23554,LANDMARK FRAME OXFORD STREET,421,4755.65
84950,ASSORTED COLOUR T-LIGHT HOLDER,7496,4723.44
37446,MINI CAKE STAND WITH HANGING CAKES,3521,4715.45
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3969,4708.16
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,4030,4702.34
22434,BALLOON PUMP WITH 10 BALLOONS,2543,4697.03
20978,36 PENCILS TUBE SKULLS,3816,4687.92
22115,METAL SIGN EMPIRE TEA,2725,4686.73
23052,RECYCLED ACAPULCO MAT TURQUOISE,570,4686.5
22412,METAL SIGN NEIGHBOURHOOD WITCH ,2296,4682.1
21577,SAVE THE PLANET COTTON TOTE BAG,2221,4673.25
35004B,SET OF 3 BLACK FLYING DUCKS,1155,4670.45
22472,TV DINNER TRAY DOLLY GIRL,1063,4669.02
22896,PEG BAG APPLES DESIGN,1965,4667.62
23295,SET OF 12 MINI LOAF BAKING CASES,5950,4664.82
21407,BROWN CHECK CAT DOORSTOP ,1141,4661.5
21116,OWL DOORSTOP,971,4653.69
21207,SKULL AND CROSSBONES  GARLAND ,3006,4652.7
22956,36 FOIL HEART CAKE CASES,2403,4648.56
22562,MONSTERS STENCIL CRAFT,3973,4644.29
22335,HEART DECORATION PAINTED ZINC ,7601,4642.45
21544,SKULLS  WATER TRANSFER TATTOOS ,5800,4642.0
23558,LANDMARK FRAME LONDON BRIDGE ,413,4641.7
22200,FRYING PAN PINK POLKADOT,1163,4639.29
22128,PARTY CONES CANDY ASSORTED,3901,4631.15
21896,POTTING SHED TWINE,2301,4627.23
22998,TRAVEL CARD WALLET KEEP CALM,11592,4619.06
23157,SET OF 6 NATIVITY MAGNETS ,2543,4614.59
22186,RED STAR CARD HOLDER,1812,4612.84
23314,VINTAGE CHRISTMAS TABLECLOTH,388,4601.02
85049G,CHOCOLATE BOX RIBBONS ,3785,4600.5
22442,GROW YOUR OWN FLOWERS SET OF 3,851,4599.21
22305,COFFEE MUG PINK PAISLEY DESIGN,2243,4592.95
21363,HOME SMALL WOOD LETTERS,923,4570.25
23159,SET OF 5 PANCAKE DAY MAGNETS,2258,4568.97
22222,CAKE PLATE LOVEBIRD WHITE,1224,4537.2
23234,BISCUIT TIN VINTAGE CHRISTMAS,1835,4529.81
22304,COFFEE MUG BLUE PAISLEY DESIGN,2358,4527.86
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1928,4522.81
23569,TRADTIONAL ALPHABET STAMP SET,931,4522.05
22241,GARLAND WOODEN HAPPY EASTER,3830,4513.25
21071,VINTAGE BILLBOARD DRINK ME MUG,4163,4510.29
22564,ALPHABET STENCIL CRAFT,3906,4489.69
21112,SWISS ROLL TOWEL PINK  SPOTS,1887,4488.93
23286,BLUE VINTAGE SPOT BEAKER,4852,4486.64
21986,PACK OF 12 PINK POLKADOT TISSUES,13130,4476.98
23165,LARGE CERAMIC TOP STORAGE JAR,2852,4470.0
22276,WASH BAG VINTAGE ROSE PAISLEY,1814,4459.65
22571,ROCKING HORSE RED CHRISTMAS ,5422,4446.46
47568,ENGLISH ROSE DESIGN PEG BAG,2245,4444.31
48197,DOORMAT BIRD ON THE WIRE,785,4437.95
22509,SEWING BOX RETROSPOT DESIGN ,360,4437.0
22075,6 RIBBONS ELEGANT CHRISTMAS ,3080,4418.18
22110,BIRD HOUSE HOT WATER BOTTLE,1932,4402.31
23010,CIRCUS PARADE BABY GIFT SET,282,4393.9
23285,PINK VINTAGE SPOT BEAKER,4677,4383.13
22672,FRENCH BATHROOM SIGN BLUE METAL,2722,4381.02
15044B,BLUE PAPER PARASOL ,1625,4379.35
22027,TEA PARTY BIRTHDAY CARD,10736,4374.05
22203,MILK PAN RED RETROSPOT,1223,4371.64
21718,RED METAL BEACH SPADE ,3654,4366.32
21471,STRAWBERRY RAFFIA FOOD COVER,1234,4358.7
22732,3D VINTAGE CHRISTMAS STICKERS ,3543,4358.59
82581,TOILET METAL SIGN,8157,4355.96
20977,36 PENCILS TUBE WOODLAND,3496,4342.64
84270,ASSTD DESIGN BUBBLE GUM RING,20730,4341.3
22318,FIVE HEART HANGING DECORATION,1481,4340.15
21713,CITRONELLA CANDLE FLOWERPOT,2485,4340.05
21313,GLASS HEART T-LIGHT HOLDER ,5813,4334.24
21506,"FANCY FONT BIRTHDAY CARD, ",10778,4326.6
22593,CHRISTMAS GINGHAM STAR,5133,4320.93
21967,PACK OF 12 SKULL TISSUES,15702,4319.76
